id,tnea_code,sl_no,department_code,department_name,approved_intake,year_of_starting,nba_accredited,accreditation_valid_upto,approval_marker
1728,2702,4,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,120,2007,Yes,2028,
1729,2702,5,MZ,Mechatronics Engineering,120,2012,Yes,2028,
1730,2702,6,ME,MECHANICAL ENGINEERING,120,1996,Yes,2031,
1731,2702,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,360,2020,No,,
1732,2702,8,AG,AGRICULTURAL ENGINEERING,60,2015,Yes,2028,
1733,2702,9,AL,Artificial Intelligence and Machine Learning,0,2021,No,,
1734,2702,10,BT,BIO TECHNOLOGY,180,2003,Yes,2026,
1735,2702,11,IT,INFORMATION TECHNOLOGY,360,1999,Yes,2028,
1736,2704,1,CE,CIVIL ENGINEERING,30,2011,No,,
1737,2704,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2001,No,,
1738,2704,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2001,No,,
1739,2704,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2007,No,,
1740,2704,5,IT,INFORMATION TECHNOLOGY,60,2001,No,,
1741,2704,6,ME,MECHANICAL ENGINEERING,60,2009,No,,
1742,2704,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2024,No,,
1743,2704,8,EV,Electronics Engineering (VLSI Design and Technology),30,2024,No,,
1744,2704,9,MZ,Mechatronics Engineering,60,2012,No,,
1745,2704,10,SC,Computer Science and Engineering (Cyber Security),60,2023,No,,
1746,2704,11,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
1747,2705,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,1998,No,,
1748,2705,2,IT,INFORMATION TECHNOLOGY,60,2001,No,,
1749,2705,3,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
1750,2705,4,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
1751,2705,5,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
1752,2705,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2009,No,,
1753,2705,7,ME,MECHANICAL ENGINEERING,30,1998,No,,
1754,2706,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2021,No,,
1755,2706,2,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2022,No,,
1756,2706,3,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
1757,2706,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,1998,Yes,2028,
1758,2706,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,2002,Yes,2028,
1759,2706,6,IT,INFORMATION TECHNOLOGY,180,1999,Yes,2028,
1760,2706,7,AU,AUTOMOBILE ENGINEERING,60,2007,Yes,2027,
1761,2706,8,CE,CIVIL ENGINEERING,60,2007,Yes,2027,
1762,2706,9,CS,COMPUTER SCIENCE AND ENGINEERING,180,1998,Yes,2028,
1763,2706,10,ME,MECHANICAL ENGINEERING,60,1998,Yes,2028,
1764,2706,11,EV,Electronics Engineering (VLSI Design and Technology),120,2023,No,,
1765,2707,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2020,No,,
1766,2707,2,AG,AGRICULTURAL ENGINEERING,30,2020,No,,
1767,2707,3,BM,BIO MEDICAL ENGINEERING,120,2018,Yes,2028,
1768,2707,4,CD,COMPUTER SCIENCE AND DESIGN,60,2021,No,,
1769,2707,5,CE,CIVIL ENGINEERING,30,2002,Yes,2026,
1770,2707,6,CH,CHEMICAL ENGINEERING,60,1996,Yes,2026,
1771,2707,7,CJ,M. Tech. Computer Science and Engineering (Integrated 5 years),60,2021,No,,
1772,2707,8,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,2000,Yes,2028,
1773,2707,9,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,1996,Yes,2028,
1774,2707,10,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,60,2001,Yes,2026,
1775,2707,11,CS,COMPUTER SCIENCE AND ENGINEERING,180,1999,Yes,2028,
1776,2707,12,IT,INFORMATION TECHNOLOGY,180,2019,Yes,2028,
1777,2707,13,ME,MECHANICAL ENGINEERING,60,1996,Yes,2026,
1778,2707,14,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),30,2021,No,,
1779,2707,15,RM,ROBOTICS AND AUTOMATION,60,2020,No,,
1780,2707,16,BT,BIO TECHNOLOGY,60,2023,No,,
1781,2707,17,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
1782,2707,18,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
1783,2707,19,CI,Computer Science and Engineering (Internet of Things),60,2025,No,,
1784,2707,20,VL,ELECTRONICS AND COMMUNICATION ENGINEERING (VLSI DESIGN AND TECHNOLOGY),60,2026,,,
1785,2708,1,AE,AERONAUTICAL ENGINEERING,60,2005,Yes,2026,
1786,2708,2,AG,AGRICULTURAL ENGINEERING,60,2018,Yes,2027,
1787,2708,3,AL,Artificial Intelligence and Machine Learning,120,2020,No,,
1788,2708,4,AU,AUTOMOBILE ENGINEERING,60,2014,Yes,2026,
1789,2708,5,BM,BIO MEDICAL ENGINEERING,60,2018,Yes,2027,
1790,2708,6,CE,CIVIL ENGINEERING,60,2009,Yes,2026,
1791,2708,7,CH,CHEMICAL ENGINEERING,60,2019,Yes,2028,
1792,2708,8,CS,COMPUTER SCIENCE AND ENGINEERING,240,2000,Yes,2027,
1793,2708,9,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2000,Yes,2027,
1794,2708,10,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2002,Yes,2027,
1795,2708,11,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,60,2011,No,,
1796,2708,12,FD,FOOD TECHNOLOGY,60,2018,Yes,2027,
1797,2708,13,IT,INFORMATION TECHNOLOGY,120,2002,Yes,2027,
1798,2708,14,ME,MECHANICAL ENGINEERING,120,2000,Yes,2027,
1799,2708,15,MZ,Mechatronics Engineering,120,2011,Yes,2026,
1800,2708,16,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
1801,2708,17,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2025,No,,
1802,2709,1,AU,AUTOMOBILE ENGINEERING,60,1984,No,,
1803,2709,2,CE,CIVIL ENGINEERING,60,1984,No,,
1804,2709,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,1984,No,,
1805,2709,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1986,No,,
1806,2709,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1994,No,,
1807,2709,6,IT,INFORMATION TECHNOLOGY,60,2002,No,,
1808,2709,7,ME,MECHANICAL ENGINEERING,60,1984,No,,
1809,2709,8,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60,2026,,,
1810,2710,1,EV,Electronics Engineering (VLSI Design and Technology),60,2024,No,,
1811,2710,2,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,240,2020,No,,
1812,2710,3,CE,CIVIL ENGINEERING,60,2008,Yes,2027,
1813,2710,4,CS,COMPUTER SCIENCE AND ENGINEERING,420,2000,Yes,2027,
1814,2710,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,420,2000,Yes,2028,
1815,2710,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,180,2002,Yes,2028,
1816,2710,7,IT,INFORMATION TECHNOLOGY,240,2001,Yes,2028,
1817,2710,8,ME,MECHANICAL ENGINEERING,180,2000,Yes,2028,
1818,2710,9,SC,Computer Science and Engineering (Cyber Security),60,2020,No,,
1819,2711,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2021,No,,
1820,2711,2,AL,Artificial Intelligence and Machine Learning,60,2021,No,,
1821,2711,3,AU,AUTOMOBILE ENGINEERING,60,2015,Yes,2028,
1822,2711,4,CE,CIVIL ENGINEERING,60,1984,Yes,2028,
1823,2711,5,CD,COMPUTER SCIENCE AND DESIGN,120,2021,No,,
1824,2711,6,CS,COMPUTER SCIENCE AND ENGINEERING,360,1988,Yes,2026,
1825,2711,7,CH,CHEMICAL ENGINEERING,60,1994,Yes,2028,
1826,2711,8,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,240,1984,Yes,2028,
1827,2711,9,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,1994,Yes,2026,
1828,2711,10,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,120,1998,Yes,2028,
1829,2711,11,FD,FOOD TECHNOLOGY,60,2006,Yes,2029,
1830,2711,12,ME,MECHANICAL ENGINEERING,120,1984,Yes,2028,
1831,2711,13,IT,INFORMATION TECHNOLOGY,180,1998,Yes,2026,
1832,2711,14,MZ,Mechatronics Engineering,120,1999,Yes,2029,
1833,2711,15,AR,Architecture,40,2015,No,,
1834,2712,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
1835,2712,2,AE,AERONAUTICAL ENGINEERING,69,2006,Yes,2028,
1836,2712,3,AU,AUTOMOBILE ENGINEERING,30,2011,Yes,2029,
1837,2712,4,CE,CIVIL ENGINEERING,90,1984,Yes,2028,
1838,2712,5,CS,COMPUTER SCIENCE AND ENGINEERING,420,1986,Yes,2028,
1839,2712,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,207,1986,Yes,2028,
1840,2712,7,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,69,2006,Yes,2028,
1841,2712,8,FT,FASHION TECHNOLOGY,30,2002,Yes,2028,
1842,2712,9,IT,INFORMATION TECHNOLOGY,129,1998,Yes,2028,
1843,2712,10,ME,MECHANICAL ENGINEERING,90,1984,Yes,2028,
1844,2712,11,MZ,Mechatronics Engineering,69,1999,Yes,2028,
1845,2712,12,TX,TEXTILE TECHNOLOGY,30,1995,Yes,2031,
1846,2712,13,BT,BIO TECHNOLOGY,69,2002,Yes,2028,
1847,2712,14,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,138,1984,Yes,2028,
1848,2713,1,CE,CIVIL ENGINEERING,30,2001,No,,
1849,2713,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2001,No,,
1850,2713,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2001,No,,
1851,2713,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2001,No,,
1852,2713,5,IT,INFORMATION TECHNOLOGY,60,2007,No,,
1853,2713,6,ME,MECHANICAL ENGINEERING,60,2001,No,,
1854,2715,1,AG,AGRICULTURAL ENGINEERING,60,2017,No,,
1855,2715,2,BM,BIO MEDICAL ENGINEERING,60,2018,Yes,2027,
1856,2715,3,CS,COMPUTER SCIENCE AND ENGINEERING,240,2001,Yes,2027,
1857,2715,4,CE,CIVIL ENGINEERING,30,2009,Yes,2027,
1858,2715,5,CH,CHEMICAL ENGINEERING,30,2017,Yes,2027,
1859,2715,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,2001,Yes,2027,
1860,2715,7,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2002,Yes,2028,
1861,2715,8,IT,INFORMATION TECHNOLOGY,120,2001,Yes,2027,
1862,2715,9,ME,MECHANICAL ENGINEERING,60,2005,Yes,2028,
1863,2715,10,CI,Computer Science and Engineering (Internet of Things),60,2022,No,,
1864,2715,11,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2021,No,,
1865,2715,12,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
1866,2716,1,AE,AERONAUTICAL ENGINEERING,60,1997,No,,
1867,2716,2,AG,AGRICULTURAL ENGINEERING,60,2020,No,,
1868,2716,3,BM,BIO MEDICAL ENGINEERING,60,2018,No,,
1869,2716,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2003,No,,
1870,2716,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1997,No,,
1871,2716,6,GI,GEO INFORMATICS,30,2018,No,,
1872,2716,7,IT,INFORMATION TECHNOLOGY,90,1999,No,,
1873,2716,8,MD,MEDICAL ELECTRONICS ENGINEERING,30,2020,No,,
1874,2716,9,ME,MECHANICAL ENGINEERING,60,1997,No,,
1875,2716,10,MZ,Mechatronics Engineering,30,2012,No,,
1876,2716,11,RM,ROBOTICS AND AUTOMATION,30,2018,No,,
1877,2716,12,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
1878,2716,13,SC,Computer Science and Engineering (Cyber Security),30,2023,No,,
1879,2716,14,CS,COMPUTER SCIENCE AND ENGINEERING,90,1999,No,,
1880,2716,15,FT,FASHION TECHNOLOGY,30,2026,,,
1881,2717,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2020,No,,**
1882,2717,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2001,No,,
1883,2717,3,SC,Computer Science and Engineering (Cyber Security),60,2023,No,,
1884,2717,4,IT,INFORMATION TECHNOLOGY,60,2023,No,,
1885,2717,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2001,No,,
1886,2717,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2002,No,,
1887,2717,7,ME,MECHANICAL ENGINEERING,30,2005,No,,**
1888,2717,8,CE,CIVIL ENGINEERING,0,2011,No,,**
1889,2718,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,540,2020,No,,
1890,2718,2,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,69,2019,No,,
1891,2718,3,CE,CIVIL ENGINEERING,90,2012,Yes,2026,
1892,2718,4,CJ,M. Tech. Computer Science and Engineering (Integrated 5 years),60,2019,No,,
1893,2718,5,CS,COMPUTER SCIENCE AND ENGINEERING,1080,1998,Yes,2026,
1894,2718,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,540,1998,Yes,2026,
1895,2718,7,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,180,2001,Yes,2026,
1896,2718,8,IT,INFORMATION TECHNOLOGY,540,1998,Yes,2026,
1897,2718,9,ME,MECHANICAL ENGINEERING,198,1998,Yes,2026,
1898,2718,10,SC,Computer Science and Engineering (Cyber Security),180,2022,No,,
1899,2718,11,MZ,Mechatronics Engineering,138,2000,Yes,2028,
1900,2718,12,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2025,No,,
1901,2718,13,CI,Computer Science and Engineering (Internet of Things),0,2025,No,,
1902,2719,1,AE,AERONAUTICAL ENGINEERING,30,2008,Yes,2026,
1903,2719,2,BM,BIO MEDICAL ENGINEERING,60,2006,Yes,2026,
1904,2719,3,CE,CIVIL ENGINEERING,60,2012,Yes,2026,
1905,2719,4,CS,COMPUTER SCIENCE AND ENGINEERING,180,1994,Yes,2028,
1906,2719,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,1994,Yes,2028,
1907,2719,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,90,1994,Yes,2028,
1908,2719,7,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,60,2001,Yes,2028,
1909,2719,8,IT,INFORMATION TECHNOLOGY,120,1997,Yes,2028,
1910,2719,9,ME,MECHANICAL ENGINEERING,90,1994,Yes,2028,
1911,2719,10,RM,ROBOTICS AND AUTOMATION,60,2019,Yes,2028,
1912,2719,11,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30,2020,No,,
1913,2719,12,CJ,M. Tech. Computer Science and Engineering (Integrated 5 years),60,2021,No,,
1914,2721,1,AU,AUTOMOBILE ENGINEERING,30,2006,No,,
1915,2721,2,CE,CIVIL ENGINEERING,30,1984,No,,
1916,2721,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,1988,No,,
1917,2721,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1988,No,,
1918,2721,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2006,No,,
1919,2721,6,IC,INSTRUMENTATION AND CONTROL ENGINEERING,30,1984,No,,
1920,2721,7,ME,MECHANICAL ENGINEERING,30,1984,No,,
1921,2721,8,IT,INFORMATION TECHNOLOGY,60,2023,No,,
1922,2721,9,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
1923,2723,1,BM,BIO MEDICAL ENGINEERING,120,2005,Yes,2028,
1924,2723,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2001,Yes,2028,
1925,2723,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,2001,Yes,2028,
1926,2723,4,ME,MECHANICAL ENGINEERING,60,2012,Yes,2026,
1927,2723,5,MD,MEDICAL ELECTRONICS ENGINEERING,60,2018,No,,
1928,2723,6,IT,INFORMATION TECHNOLOGY,180,2002,Yes,2028,
1929,2723,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2023,No,,
1930,2723,8,CS,COMPUTER SCIENCE AND ENGINEERING,180,2001,Yes,2028,
1931,2723,9,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
1932,2723,10,CE,CIVIL ENGINEERING,60,2012,No,,
1933,2723,11,SC,Computer Science and Engineering (Cyber Security),60,2026,,,
1934,2725,1,CS,COMPUTER SCIENCE AND ENGINEERING,180,2002,No,,
1935,2725,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2002,No,,
1936,2725,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2002,Yes,2028,
1937,2725,4,ME,MECHANICAL ENGINEERING,30,2005,No,,
1938,2725,5,IT,INFORMATION TECHNOLOGY,60,2006,Yes,2028,
1939,2725,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2025,No,,
1940,2726,1,BM,BIO MEDICAL ENGINEERING,60,2016,No,,
1941,2726,2,CE,CIVIL ENGINEERING,60,2009,No,,
1942,2726,3,CS,COMPUTER SCIENCE AND ENGINEERING,360,2002,Yes,2028,
1943,2726,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,360,2002,Yes,2028,
1944,2726,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,90,2005,Yes,2028,
1945,2726,6,ME,MECHANICAL ENGINEERING,150,2005,Yes,2028,
1946,2726,7,FD,FOOD TECHNOLOGY,60,2019,No,,
1947,2726,8,AL,Artificial Intelligence and Machine Learning,120,2021,No,,
1948,2726,9,AO,AEROSPACE ENGINEERING,30,2020,No,,
1949,2726,10,IT,INFORMATION TECHNOLOGY,120,2002,Yes,2028,
1950,2726,11,MZ,Mechatronics Engineering,60,2011,No,,
1951,2726,12,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2020,No,,
1952,2726,13,SB,Computer Science and Engineering (Internet of Things and Cyber Security including Block Chain),120,2020,No,,
1953,2726,14,TS,Computer Science and Technology,60,2020,No,,
1954,2726,15,CD,COMPUTER SCIENCE AND DESIGN,60,2021,No,,
1955,2726,16,MO,Mechanical and Mechatronics Engineering (Additive Manufacturing),60,2020,No,,
1956,2726,17,DS,DATA SCIENCES,60,2026,,,
1957,2727,1,IT,INFORMATION TECHNOLOGY,180,2006,Yes,2028,
1958,2727,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,240,2006,Yes,2027,
1959,2727,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2006,Yes,2028,
1960,2727,4,ME,MECHANICAL ENGINEERING,60,2009,Yes,2028,
1961,2727,5,AG,AGRICULTURAL ENGINEERING,60,2015,Yes,2027,
1962,2727,6,BT,BIO TECHNOLOGY,60,2016,Yes,2026,
1963,2727,7,BM,BIO MEDICAL ENGINEERING,60,2016,Yes,2026,
1964,2727,8,CE,CIVIL ENGINEERING,60,2011,No,,
1965,2727,9,FD,FOOD TECHNOLOGY,60,2016,Yes,2027,
1966,2727,10,AL,Artificial Intelligence and Machine Learning,180,2021,No,,
1967,2727,11,SC,Computer Science and Engineering (Cyber Security),120,2022,No,,
1968,2727,12,EV,Electronics Engineering (VLSI Design and Technology),60,2024,No,,
1969,2727,13,CS,COMPUTER SCIENCE AND ENGINEERING,360,2006,Yes,2028,
1970,2727,14,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,300,2021,No,,
1971,2729,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
1972,2729,2,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2020,No,,
1973,2729,3,AE,AERONAUTICAL ENGINEERING,120,2006,No,,
1974,2729,4,CS,COMPUTER SCIENCE AND ENGINEERING,120,2006,No,,
1975,2729,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2006,Yes,2027,
1976,2729,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2006,Yes,2027,
1977,2729,7,ME,MECHANICAL ENGINEERING,60,2006,Yes,2027,
1978,2729,8,IT,INFORMATION TECHNOLOGY,60,2022,No,,
1979,2729,9,MZ,Mechatronics Engineering,60,2011,Yes,2027,
1980,2731,1,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2007,No,,
1981,2731,2,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
1982,2731,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2007,No,,
1983,2731,4,ME,MECHANICAL ENGINEERING,60,2009,No,,
1984,2731,5,IT,INFORMATION TECHNOLOGY,60,2023,No,,
1985,2731,6,PC,PETRO CHEMICAL TECHNOLOGY,30,2013,No,,
1986,2731,7,BM,BIO MEDICAL ENGINEERING,60,2024,No,,
1987,2731,8,CS,COMPUTER SCIENCE AND ENGINEERING,120,2007,No,,
1988,2732,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,2007,No,,
1989,2732,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2007,No,,
1990,2732,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2007,No,,
1991,2732,4,IT,INFORMATION TECHNOLOGY,60,2007,No,,
1992,2732,5,ME,MECHANICAL ENGINEERING,60,2009,No,,
1993,2732,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,90,2023,No,,
1994,2733,1,CE,CIVIL ENGINEERING,30,2014,No,,
1995,2733,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2007,No,,
1996,2733,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2008,No,,
1997,2733,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2007,No,,
1998,2733,5,ME,MECHANICAL ENGINEERING,30,2009,No,,
1999,2733,6,FT,FASHION TECHNOLOGY,60,2007,No,,
2000,2736,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2021,No,,
2001,2736,2,BM,BIO MEDICAL ENGINEERING,60,2012,Yes,2028,
2002,2736,3,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2022,No,,
2003,2736,4,CE,CIVIL ENGINEERING,30,2011,No,,
2004,2736,5,CS,COMPUTER SCIENCE AND ENGINEERING,240,2007,Yes,2028,
2005,2736,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,2007,Yes,2028,
2006,2736,7,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2007,Yes,2028,
2007,2736,8,ME,MECHANICAL ENGINEERING,60,2009,Yes,2028,
2008,2736,9,IT,INFORMATION TECHNOLOGY,120,2007,Yes,2028,
2009,2736,10,SC,Computer Science and Engineering (Cyber Security),60,2023,No,,
2010,2737,1,CE,CIVIL ENGINEERING,30,2008,No,,
2011,2737,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2007,No,,
2012,2737,3,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2023,No,,
2013,2737,4,SC,Computer Science and Engineering (Cyber Security),30,2023,No,,
2014,2737,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2007,No,,
2015,2737,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2007,No,,
2016,2737,7,ME,MECHANICAL ENGINEERING,60,2009,No,,
2017,2737,8,IT,INFORMATION TECHNOLOGY,60,2007,No,,
2018,2737,9,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
2019,2739,1,CS,COMPUTER SCIENCE AND ENGINEERING,240,2008,Yes,2028,
2020,2739,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,2008,Yes,2028,
2021,2739,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,Yes,2028,
2022,2739,4,ME,MECHANICAL ENGINEERING,30,2009,Yes,2028,
2023,2739,5,CO,COMPUTER AND COMMUNICATION ENGINEERING,60,2019,Yes,2028,
2024,2739,6,IT,INFORMATION TECHNOLOGY,60,2019,Yes,2028,
2025,2739,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,240,2020,No,,
2026,2739,8,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2020,No,,
2027,2739,9,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),120,2022,No,,
2028,2739,10,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
2029,2739,11,EV,Electronics Engineering (VLSI Design and Technology),30,2026,,,
2030,2740,1,AE,AERONAUTICAL ENGINEERING,60,2007,Yes,2028,
2031,2740,2,CS,COMPUTER SCIENCE AND ENGINEERING,180,2007,Yes,2028,
2032,2740,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2007,Yes,2028,
2033,2740,4,ME,MECHANICAL ENGINEERING,60,2009,Yes,2028,
2034,2740,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2021,No,,
2035,2740,6,IT,INFORMATION TECHNOLOGY,120,2007,Yes,2026,
2036,2741,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
2037,2741,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2008,Yes,2026,
2038,2741,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2008,Yes,2026,
2039,2741,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,Yes,2026,
2040,2741,5,IT,INFORMATION TECHNOLOGY,60,2022,No,,
2041,2741,6,ME,MECHANICAL ENGINEERING,60,2009,Yes,2026,
2042,2741,7,CE,CIVIL ENGINEERING,30,2024,No,,
2043,2743,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,240,2020,No,,
2044,2743,2,AG,AGRICULTURAL ENGINEERING,30,2021,No,,
2045,2743,3,BM,BIO MEDICAL ENGINEERING,120,2019,Yes,2028,
2046,2743,4,CS,COMPUTER SCIENCE AND ENGINEERING,300,2008,Yes,2028,
2047,2743,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,240,2008,Yes,2026,
2048,2743,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,Yes,2028,
2049,2743,7,FD,FOOD TECHNOLOGY,60,2019,Yes,2028,
2050,2743,8,ME,MECHANICAL ENGINEERING,120,2009,Yes,2026,
2051,2743,9,SC,Computer Science and Engineering (Cyber Security),120,2022,No,,
2052,2743,10,IT,INFORMATION TECHNOLOGY,60,2026,,,
2053,2743,11,BT,BIO TECHNOLOGY,60,2026,,,
2054,2744,1,CE,CIVIL ENGINEERING,30,2013,No,,
2055,2744,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2008,No,,
2056,2744,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2011,No,,
2057,2744,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
2058,2744,5,ME,MECHANICAL ENGINEERING,60,2008,No,,
