id,tnea_code,sl_no,department_code,department_name,approved_intake,year_of_starting,nba_accredited,accreditation_valid_upto,approval_marker
2059,2744,6,IT,INFORMATION TECHNOLOGY,60,2008,No,,
2060,2744,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
2061,2745,1,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,,,,
2062,2745,2,CO,COMPUTER AND COMMUNICATION ENGINEERING,30,2023,No,,
2063,2745,3,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
2064,2745,4,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
2065,2745,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2008,No,,
2066,2745,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,No,,
2067,2745,7,ME,MECHANICAL ENGINEERING,30,2009,No,,
2068,2747,1,CE,CIVIL ENGINEERING,60,2010,Yes,2028,
2069,2747,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2008,Yes,2028,
2070,2747,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,Yes,2028,
2071,2747,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2008,Yes,2028,
2072,2747,5,ME,MECHANICAL ENGINEERING,60,2009,Yes,2028,
2073,2747,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
2074,2747,7,IT,INFORMATION TECHNOLOGY,60,2023,No,,
2075,2747,8,BM,BIO MEDICAL ENGINEERING,60,2023,No,,
2076,2747,9,PH,PHARMACEUTICAL TECHNOLOGY,60,2023,No,,
2077,2747,10,BT,BIO TECHNOLOGY,60,2024,No,,
2078,2747,11,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
2079,2747,12,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
2080,2747,13,RM,ROBOTICS AND AUTOMATION,60,2026,,,
2081,2748,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
2082,2748,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
2083,2748,3,SC,Computer Science and Engineering (Cyber Security),30,2023,No,,
2084,2748,4,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
2085,2748,5,BM,BIO MEDICAL ENGINEERING,60,2023,No,,
2086,2748,6,IT,INFORMATION TECHNOLOGY,120,2023,No,,
2087,2748,7,ME,MECHANICAL ENGINEERING,30,2009,No,,
2088,2748,8,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2024,No,,
2089,2749,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
2090,2749,2,AG,AGRICULTURAL ENGINEERING,60,2020,No,,
2091,2749,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
2092,2749,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
2093,2749,5,IT,INFORMATION TECHNOLOGY,60,2008,No,,
2094,2749,6,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
2095,2749,7,ME,MECHANICAL ENGINEERING,60,2009,No,,
2096,2749,8,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
2097,2749,9,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2024,No,,
2098,2749,10,BM,BIO MEDICAL ENGINEERING,60,2024,No,,
2099,2750,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2021,No,,
2100,2750,2,AE,AERONAUTICAL ENGINEERING,60,2011,Yes,2028,
2101,2750,3,BM,BIO MEDICAL ENGINEERING,30,2017,No,,
2102,2750,4,BT,BIO TECHNOLOGY,60,2017,Yes,2028,
2103,2750,5,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),120,2023,No,,
2104,2750,6,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2021,No,,
2105,2750,7,CS,COMPUTER SCIENCE AND ENGINEERING,300,2008,Yes,2026,
2106,2750,8,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,2008,Yes,2026,
2107,2750,9,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,Yes,2026,
2108,2750,10,ME,MECHANICAL ENGINEERING,30,2009,Yes,2028,
2109,2750,11,EV,Electronics Engineering (VLSI Design and Technology),60,2024,No,,
2110,2750,12,SC,Computer Science and Engineering (Cyber Security),60,2025,No,,
2111,2751,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
2112,2751,2,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2021,No,,
2113,2751,3,CS,COMPUTER SCIENCE AND ENGINEERING,180,2008,Yes,2027,
2114,2751,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2008,Yes,2027,
2115,2751,5,IT,INFORMATION TECHNOLOGY,120,2008,Yes,2028,
2116,2751,6,ME,MECHANICAL ENGINEERING,60,2008,No,,
2117,2751,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),120,2024,No,,
2118,2751,8,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
2119,2751,9,RM,ROBOTICS AND AUTOMATION,60,2025,No,,
2120,2752,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,2008,Yes,2027,
2121,2752,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,Yes,2027,
2122,2752,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,Yes,2027,
2123,2752,4,IT,INFORMATION TECHNOLOGY,120,2008,Yes,2026,
2124,2752,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2025,No,,
2125,2753,1,AG,AGRICULTURAL ENGINEERING,30,2019,No,,
2126,2753,2,BM,BIO MEDICAL ENGINEERING,60,2019,No,,
2127,2753,3,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2023,No,,
2128,2753,4,CS,COMPUTER SCIENCE AND ENGINEERING,120,2008,No,,
2129,2753,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
2130,2753,6,ME,MECHANICAL ENGINEERING,30,2009,No,,
2131,2753,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
2132,2753,8,IT,INFORMATION TECHNOLOGY,90,2022,No,,
2133,2755,1,AE,AERONAUTICAL ENGINEERING,60,2008,Yes,2026,
2134,2755,2,AG,AGRICULTURAL ENGINEERING,30,2019,Yes,2029,
2135,2755,3,CE,CIVIL ENGINEERING,30,2008,No,,
2136,2755,4,CS,COMPUTER SCIENCE AND ENGINEERING,120,2008,Yes,2026,
2137,2755,5,FD,FOOD TECHNOLOGY,60,2019,No,,
2138,2755,6,IT,INFORMATION TECHNOLOGY,60,2022,No,,
2139,2755,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
2140,2755,8,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
2141,2755,9,CO,COMPUTER AND COMMUNICATION ENGINEERING,60,2025,No,,
2142,2755,10,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2026,,,
2143,2758,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
2144,2758,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
2145,2758,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,No,,
2146,2758,4,ME,MECHANICAL ENGINEERING,30,2009,No,,
2147,2758,5,IT,INFORMATION TECHNOLOGY,60,2008,No,,
2148,2758,6,CE,CIVIL ENGINEERING,30,2011,No,,
2149,2758,7,AU,AUTOMOBILE ENGINEERING,30,2013,No,,
2150,2758,8,SC,Computer Science and Engineering (Cyber Security),60,2023,No,,
2151,2758,9,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
2152,2761,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,2009,No,,
2153,2761,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2009,No,,
2154,2761,3,RM,ROBOTICS AND AUTOMATION,30,2020,No,,
2155,2761,4,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
2156,2761,5,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
2157,2761,6,IT,INFORMATION TECHNOLOGY,60,2022,No,,
2158,2762,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
2159,2762,2,CE,CIVIL ENGINEERING,30,2009,No,,
2160,2762,3,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2023,No,,
2161,2762,4,CS,COMPUTER SCIENCE AND ENGINEERING,120,2009,Yes,2028,
2162,2762,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2009,Yes,2028,
2163,2762,6,ME,MECHANICAL ENGINEERING,30,2009,Yes,2028,
2164,2763,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
2165,2763,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2009,Yes,2027,
2166,2763,3,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,30,2022,No,,
2167,2763,4,CE,CIVIL ENGINEERING,30,2010,Yes,2027,
2168,2763,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2023,No,,
2169,2763,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90,2009,Yes,2027,
2170,2763,7,ME,MECHANICAL ENGINEERING,60,2009,No,,
2171,2763,8,MZ,Mechatronics Engineering,30,2013,No,,
2172,2763,9,SC,Computer Science and Engineering (Cyber Security),30,2026,,,**
2173,2764,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2020,No,,
2174,2764,2,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),120,2022,No,,
2175,2764,3,BM,BIO MEDICAL ENGINEERING,60,2017,Yes,2027,
2176,2764,4,CH,CHEMICAL ENGINEERING,60,2018,Yes,2027,
2177,2764,5,CE,CIVIL ENGINEERING,60,2009,Yes,2025,
2178,2764,6,CS,COMPUTER SCIENCE AND ENGINEERING,420,2010,Yes,2026,
2179,2764,7,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2022,No,,
2180,2764,8,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,360,2009,Yes,2026,
2181,2764,9,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2009,Yes,2026,
2182,2764,10,ME,MECHANICAL ENGINEERING,60,2009,Yes,2026,
2183,2764,11,IT,INFORMATION TECHNOLOGY,180,2022,No,,
2184,2764,12,MZ,Mechatronics Engineering,60,2022,No,,
2185,2764,13,SC,Computer Science and Engineering (Cyber Security),60,2025,No,,
2186,2764,14,EV,Electronics Engineering (VLSI Design and Technology),60,2026,,,
2187,2767,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30,2022,No,,
2188,2767,2,BM,BIO MEDICAL ENGINEERING,60,2020,No,,
2189,2767,3,CE,CIVIL ENGINEERING,30,2010,No,,
2190,2767,4,CS,COMPUTER SCIENCE AND ENGINEERING,60,2009,No,,
2191,2767,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2009,No,,
2192,2767,6,ME,MECHANICAL ENGINEERING,60,2009,No,,
2193,2767,7,IT,INFORMATION TECHNOLOGY,30,2022,No,,
2194,2767,8,SC,Computer Science and Engineering (Cyber Security),30,2023,No,,
2195,2768,1,AO,AEROSPACE ENGINEERING,30,2021,No,,
2196,2768,2,CE,CIVIL ENGINEERING,30,2009,No,,
2197,2768,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2012,No,,
2198,2768,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2011,No,,
2199,2768,5,EN,ENVIRONMENTAL ENGINEERING,30,2009,No,,
2200,2768,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
2201,2768,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2024,No,,
2202,2768,8,ME,MECHANICAL ENGINEERING,30,2009,No,,
2203,2769,1,BC,Bio Technology and Bio Chemical Engineering,60,2020,No,,
2204,2769,2,CE,CIVIL ENGINEERING,30,2009,No,,
2205,2769,3,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,90,2020,No,,
2206,2769,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150,2009,Yes,2027,
2207,2769,5,ME,MECHANICAL ENGINEERING,60,2009,Yes,2025,
2208,2769,6,FD,FOOD TECHNOLOGY,60,2014,No,,
2209,2769,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2021,No,,
2210,2769,8,CS,COMPUTER SCIENCE AND ENGINEERING,180,2009,Yes,2025,
2211,2769,9,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2010,Yes,2025,
2212,2769,10,PE,PETROLEUM ENGINEERING,60,2013,Yes,2027,
2213,2769,11,PC,PETRO CHEMICAL TECHNOLOGY,60,2011,Yes,2025,
2214,2770,1,CS,COMPUTER SCIENCE AND ENGINEERING,150,2009,No,,
2215,2770,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2009,No,,
2216,2770,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2010,No,,
2217,2770,4,ME,MECHANICAL ENGINEERING,30,2009,No,,
2218,2770,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2023,No,,
2219,2770,6,IT,INFORMATION TECHNOLOGY,30,2023,No,,
2220,2770,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2024,No,,
2221,2770,8,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
2222,2772,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,2009,No,,
2223,2772,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2009,No,,
2224,2772,3,ME,MECHANICAL ENGINEERING,30,2010,No,,
2225,2772,4,SC,Computer Science and Engineering (Cyber Security),60,2023,No,,
2226,2772,5,IT,INFORMATION TECHNOLOGY,30,2023,No,,
2227,2772,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
2228,2772,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
2229,2772,8,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2026,,,
2230,2776,1,AG,AGRICULTURAL ENGINEERING,30,2014,Yes,2028,**
2231,2776,2,AU,AUTOMOBILE ENGINEERING,30,2013,No,,
2232,2776,3,CE,CIVIL ENGINEERING,30,2009,No,,
2233,2776,4,CS,COMPUTER SCIENCE AND ENGINEERING,60,2009,No,,
2234,2776,5,ME,MECHANICAL ENGINEERING,30,2009,No,,
2235,2776,6,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2023,No,,
2236,2776,7,MZ,Mechatronics Engineering,30,2012,No,,
2237,2776,8,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,**
2238,2776,9,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
2239,2776,10,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2025,No,,**
2240,2777,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2025,No,,
2241,2777,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2025,No,,
2242,2777,3,IT,INFORMATION TECHNOLOGY,60,2025,No,,
2243,2777,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2025,No,,
2244,3011,1,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
2245,3011,2,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60,2024,No,,
2246,3011,3,EV,Electronics Engineering (VLSI Design and Technology),60,2024,No,,
2247,3011,4,BT,BIO TECHNOLOGY,60,1999,No,,
2248,3011,5,CE,CIVIL ENGINEERING,60,2008,No,,
2249,3011,6,CS,COMPUTER SCIENCE AND ENGINEERING,60,2006,No,,
2250,3011,7,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2006,No,,
2251,3011,8,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2007,No,,
2252,3011,9,IT,INFORMATION TECHNOLOGY,60,1999,No,,
2253,3011,10,ME,MECHANICAL ENGINEERING,60,2008,No,,
2254,3011,11,PC,PETRO CHEMICAL TECHNOLOGY,60,1999,No,,
2255,3011,12,PH,PHARMACEUTICAL TECHNOLOGY,60,1999,No,,
2256,3011,13,XC,CIVIL ENGINEERING (TAMIL MEDIUM),60,2010,No,,
2257,3011,14,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),60,2010,No,,
2258,3011,15,MB,Mechanical Engineering (Automobile),60,2024,No,,
2259,3011,16,EF,Electrical and Computer Engineering,60,2024,No,,
2260,3011,17,CK,Civil Engineering (Environmental Engineering),60,2024,No,,
2261,3011,18,MJ,Mechanical and Smart Manufacturing,60,2024,No,,
2262,3016,1,CE,CIVIL ENGINEERING,30,2008,No,,
2263,3016,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
2264,3016,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
2265,3016,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2009,No,,
2266,3016,5,ME,MECHANICAL ENGINEERING,30,2008,No,,
2267,3016,6,XC,CIVIL ENGINEERING (TAMIL MEDIUM),30,2010,No,,
2268,3016,7,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),30,2010,No,,
2269,3018,1,CS,COMPUTER SCIENCE AND ENGINEERING,90,2008,No,,
2270,3018,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
2271,3018,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2009,No,,
2272,3018,4,CE,CIVIL ENGINEERING,30,2008,No,,
2273,3018,5,ME,MECHANICAL ENGINEERING,30,2008,No,,
2274,3018,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30,2025,No,,
2275,3018,7,EX,Electronics and Computer Engineering,30,2025,No,,
2276,3018,8,XC,CIVIL ENGINEERING (TAMIL MEDIUM),30,2010,No,,
2277,3018,9,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),30,2010,No,,
2278,3019,1,CE,CIVIL ENGINEERING,30,2008,No,,
2279,3019,2,XC,CIVIL ENGINEERING (TAMIL MEDIUM),30,2010,No,,
2280,3019,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
2281,3019,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2009,No,,
2282,3019,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
2283,3019,6,ME,MECHANICAL ENGINEERING,30,2008,No,,
2284,3019,7,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),30,2010,No,,
2285,3019,8,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2025,No,,
2286,3021,1,CE,CIVIL ENGINEERING,60,2009,No,,
2287,3021,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2015,No,,
2288,3021,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2009,No,,
2289,3021,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2009,No,,
2290,3021,5,ME,MECHANICAL ENGINEERING,30,2009,No,,
2291,3021,6,XC,CIVIL ENGINEERING (TAMIL MEDIUM),30,2009,No,,
2292,3021,7,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),30,2009,No,,
2293,3021,8,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2026,,,**
2294,3410,1,CE,CIVIL ENGINEERING,30,2011,No,,
2295,3410,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2001,No,,
2296,3410,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2001,No,,
2297,3410,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2002,No,,
2298,3410,5,ME,MECHANICAL ENGINEERING,60,2005,No,,
2299,3410,6,IT,INFORMATION TECHNOLOGY,60,2023,No,,
2300,3410,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
2301,3425,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
2302,3425,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2002,No,,
2303,3425,3,CE,CIVIL ENGINEERING,30,2011,No,,
2304,3425,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2002,No,,
2305,3425,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2002,No,,
2306,3425,6,ME,MECHANICAL ENGINEERING,60,2009,No,,
2307,3425,7,BM,BIO MEDICAL ENGINEERING,30,2024,No,,
2308,3425,8,RM,ROBOTICS AND AUTOMATION,30,2024,No,,
2309,3425,9,IT,INFORMATION TECHNOLOGY,30,2024,No,,
2310,3454,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
2311,3454,2,BM,BIO MEDICAL ENGINEERING,60,2020,No,,
2312,3454,3,CS,COMPUTER SCIENCE AND ENGINEERING,150,2012,No,,
2313,3454,4,AG,AGRICULTURAL ENGINEERING,60,2018,No,,
2314,3454,5,ME,MECHANICAL ENGINEERING,30,2012,No,,
2315,3454,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2025,No,,
2316,3454,7,SC,Computer Science and Engineering (Cyber Security),30,2023,,,
2317,3456,1,AG,AGRICULTURAL ENGINEERING,0,2022,No,,
2318,3456,2,CS,COMPUTER SCIENCE AND ENGINEERING,90,2011,No,,
2319,3456,3,ME,MECHANICAL ENGINEERING,60,2011,No,,
2320,3456,4,BM,BIO MEDICAL ENGINEERING,60,2020,No,,
2321,3456,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2017,No,,
2322,3456,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2011,No,,
2323,3456,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
2324,3456,8,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2023,No,,
2325,3461,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,2013,No,,
2326,3461,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2013,No,,
2327,3461,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2013,No,,
2328,3461,4,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
2329,3461,5,SC,Computer Science and Engineering (Cyber Security),30,2024,No,,
2330,3461,6,IT,INFORMATION TECHNOLOGY,30,2024,No,,
2331,3461,7,ME,MECHANICAL ENGINEERING,30,2013,No,,
2332,3464,1,CE,CIVIL ENGINEERING,60,2013,No,,
2333,3464,2,ME,MECHANICAL ENGINEERING,60,2013,No,,
2334,3464,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2013,No,,
2335,3464,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2013,No,,
2336,3464,5,CS,COMPUTER SCIENCE AND ENGINEERING,60,2013,No,,
2337,3464,6,RM,ROBOTICS AND AUTOMATION,60,2025,No,,
2338,3465,1,CE,CIVIL ENGINEERING,60,2013,No,,
2339,3465,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2013,No,,
2340,3465,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2013,No,,
2341,3465,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2013,No,,
2342,3465,5,ME,MECHANICAL ENGINEERING,60,2013,No,,
2343,3465,6,MZ,Mechatronics Engineering,60,2025,No,,
2344,3466,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
2345,3466,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2013,No,,
2346,3466,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2013,No,,
2347,3466,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2013,No,,
2348,3466,5,ME,MECHANICAL ENGINEERING,60,2013,No,,
2349,3466,6,BM,BIO MEDICAL ENGINEERING,60,2025,No,,
2350,3477,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2026,,,
2351,3477,2,BM,BIO MEDICAL ENGINEERING,60,2026,,,
2352,3477,3,CS,COMPUTER SCIENCE AND ENGINEERING,120,2026,,,
2353,3477,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2026,,,
2354,3477,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2026,,,
2355,3477,6,IT,INFORMATION TECHNOLOGY,60,2026,,,
2356,3477,7,ME,MECHANICAL ENGINEERING,60,2026,,,
2357,3555,1,AU,AUTOMOBILE ENGINEERING,60,2026,,,
2358,3555,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2026,,,
2359,3555,3,ME,MECHANICAL ENGINEERING,120,2026,,,
2360,3555,4,MZ,Mechatronics Engineering,60,2026,,,
2361,3701,1,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2023,No,,
2362,3701,2,CE,CIVIL ENGINEERING,60,2010,Yes,2025,
2363,3701,3,ME,MECHANICAL ENGINEERING,60,2010,Yes,2027,
2364,3701,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2010,Yes,2025,
2365,3701,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2010,No,,
2366,3701,6,CS,COMPUTER SCIENCE AND ENGINEERING,180,2010,Yes,2025,
2367,3701,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
2368,3701,8,IT,INFORMATION TECHNOLOGY,60,2023,No,,
2369,3760,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,2010,No,,
2370,3760,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2010,No,,
2371,3760,3,ME,MECHANICAL ENGINEERING,60,2010,No,,
2372,3760,4,IT,INFORMATION TECHNOLOGY,60,2023,No,,
2373,3760,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2021,No,,
2374,3760,6,AL,Artificial Intelligence and Machine Learning,60,2025,No,,
2375,3760,7,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2026,,,
2376,3782,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,2010,No,,
2377,3782,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2010,No,,
2378,3782,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2010,No,,
2379,3782,4,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
2380,3782,5,IT,INFORMATION TECHNOLOGY,60,2023,No,,
2381,3782,6,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2023,No,,
2382,3782,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
2383,3786,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,90,2022,No,,
2384,3786,2,AE,AERONAUTICAL ENGINEERING,60,2010,No,,
2385,3786,3,BM,BIO MEDICAL ENGINEERING,90,2022,No,,
2386,3786,4,CS,COMPUTER SCIENCE AND ENGINEERING,90,2010,No,,
2387,3786,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2010,No,,
2388,3786,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2010,No,,
2389,3786,7,ME,MECHANICAL ENGINEERING,30,2010,No,,
2390,3786,8,MZ,Mechatronics Engineering,30,2012,No,,
2391,3786,9,IT,INFORMATION TECHNOLOGY,60,2024,No,,
