tnea_code,sl_no,branch_code,approved_intake,year_of_starting,nba_accredited,accreditation_valid_upto,approval_note
1441,1,CE,30,2009.0,No,,
1441,2,CS,90,2012.0,No,,
1441,3,EC,60,2009.0,No,,
1441,4,EE,60,2009.0,No,,
1441,5,ME,60,2009.0,No,,
1441,6,AD,60,2023.0,No,,
1441,7,IT,60,2023.0,No,,
1436,1,AD,60,2022.0,No,,
1436,2,CE,30,2010.0,No,,
1436,3,ME,60,2009.0,No,,
1436,4,CS,60,2008.0,No,,
1436,5,EC,60,2008.0,No,,
1436,6,EE,30,2008.0,No,,
3821,1,CE,30,2005.0,No,,
3821,2,CS,90,2002.0,No,,
3821,3,EE,30,2003.0,No,,
3821,4,EC,60,2002.0,No,,
3821,5,ME,30,2011.0,No,,
3821,6,AG,60,2022.0,No,,
3821,7,BM,60,2022.0,No,,
3821,8,AD,60,2023.0,No,,
1232,1,AD,60,2023.0,No,,
1232,2,IT,60,2008.0,No,,
1232,3,CS,60,2008.0,No,,
1232,4,CE,30,2014.0,No,,
1232,5,EC,60,2008.0,No,,
1232,6,ME,60,2009.0,No,,
3801,1,CS,120,1996.0,Yes,2028,
3801,2,EC,60,1996.0,Yes,2028,
3801,3,EE,60,2011.0,Yes,2028,
3801,4,IC,30,2001.0,No,,
3801,5,IT,120,1999.0,No,,
3801,6,AD,60,2024.0,No,,
3801,7,CE,30,2011.0,No,,
3801,8,ME,30,1996.0,Yes,2028,
2636,1,AD,240,2021.0,No,,
2636,2,BM,60,2022.0,No,,
2636,3,CE,30,2010.0,No,,
2636,4,CS,180,2008.0,No,,
2636,5,EC,120,2008.0,No,,
2636,6,EE,60,2008.0,No,,
2636,7,IT,120,2023.0,No,,
2636,8,ME,60,2009.0,No,,
2636,9,AL,60,2025.0,No,,
4680,1,CE,60,2013.0,Yes,2027,
4680,2,CS,180,2013.0,Yes,2026,
4680,3,EE,60,2013.0,Yes,2026,
4680,4,EC,120,2013.0,Yes,2026,
4680,5,ME,60,2013.0,Yes,2026,
4680,6,AD,120,2023.0,No,,
4680,7,SC,60,2023.0,No,,
4680,8,IT,60,2023.0,No,,
4680,9,EV,60,2026.0,,,
1101,1,AD,60,2022.0,No,,
1101,2,CS,120,2000.0,Yes,2027,
1101,3,IT,60,2006.0,Yes,2027,
1101,4,EE,30,2000.0,No,,
1101,5,EC,120,2000.0,Yes,2027,
1101,6,ME,60,2007.0,Yes,2027,
1101,7,SC,60,2024.0,No,,
1101,8,CB,30,2024.0,No,,
1101,9,AM,30,2024.0,No,,
1101,10,CE,30,2026.0,,,Subject to Anna University approval
1233,1,AD,60,2021.0,No,,
1233,2,EC,60,2008.0,No,,
1233,3,EE,60,2008.0,No,,
1233,4,IT,60,2022.0,No,,
1233,5,ME,60,2010.0,No,,
1233,6,CS,120,2008.0,No,,
1233,7,AM,30,2026.0,,,
1233,8,SC,30,2026.0,,,
1501,1,CE,30,2012.0,No,,
1501,2,CS,60,2001.0,No,,
1501,3,EC,60,2001.0,No,,
1501,4,EE,30,2004.0,No,,
1501,5,IT,60,2001.0,No,,
1501,6,ME,30,2011.0,No,,
1501,7,AD,60,2024.0,No,,
1501,8,SC,30,2024.0,No,,
1401,1,CE,60,1984.0,No,,
1401,2,ME,60,1984.0,No,,
1401,3,EE,60,1993.0,No,,
1401,4,EC,90,1984.0,No,,
1401,5,CS,90,1993.0,No,,
1401,6,IT,60,1998.0,No,,
1401,7,CH,40,1997.0,No,,
1401,8,AM,30,2023.0,No,,
1401,9,CD,60,2025.0,No,,
1401,10,AG,60,2025.0,No,,
2601,1,AE,60,2009.0,No,,
2601,2,AD,120,2023.0,No,,
2601,3,BM,60,2003.0,Yes,2027,
2601,4,BT,60,2003.0,Yes,2027,
2601,5,CE,30,1993.0,No,,
2601,6,CH,30,1993.0,No,,
2601,7,CS,180,1991.0,Yes,2027,
2601,8,EC,180,1991.0,Yes,2027,
2601,9,EE,60,1992.0,Yes,2027,
2601,10,IT,60,2001.0,Yes,2027,
2601,11,ME,60,1991.0,No,,
2601,12,AR,20,1993.0,No,,
2601,13,SC,120,2024.0,No,,
2601,14,AM,60,2025.0,No,,
2601,15,CB,60,2025.0,No,,
2744,1,CE,30,2013.0,No,,
2744,2,CS,120,2008.0,No,,
2744,3,EE,60,2011.0,No,,
2744,4,EC,60,2008.0,No,,
2744,5,ME,60,2008.0,No,,
2744,6,IT,60,2008.0,No,,
2744,7,AD,60,2023.0,No,,
1316,1,AD,120,2021.0,No,,
1316,2,BM,60,2014.0,Yes,2027,
1316,3,CE,30,2010.0,No,,
1316,4,CS,180,2001.0,Yes,2028,
1316,5,EE,60,2001.0,Yes,2028,
1316,6,EC,60,2001.0,Yes,2026,
1316,7,ME,30,2010.0,Yes,2028,
1316,8,CH,30,2016.0,Yes,2028,
1316,9,IT,120,2001.0,Yes,2028,
1316,10,MZ,60,2014.0,Yes,2027,
2332,1,CE,60,2011.0,No,,
2332,2,CS,60,2011.0,No,,
2332,3,EC,60,2011.0,No,,
2332,4,EE,60,2011.0,No,,
2332,5,ME,60,2011.0,No,,
2332,6,AD,60,2023.0,No,,
2763,1,AD,60,2022.0,No,,
2763,2,CS,120,2009.0,Yes,2027,
2763,3,CB,30,2022.0,No,,
2763,4,CE,30,2010.0,Yes,2027,
2763,5,EE,30,2023.0,No,,
2763,6,EC,90,2009.0,Yes,2027,
2763,7,ME,60,2009.0,No,,
2763,8,MZ,30,2013.0,No,,
2763,9,SC,30,2026.0,,,Subject to Anna University approval
2652,1,AD,30,2022.0,No,,
2652,2,IT,30,2020.0,No,,
2652,3,CS,60,2009.0,No,,
2652,4,EE,30,2009.0,Yes,2027,
2652,5,EC,30,2009.0,Yes,2027,
2652,6,ME,60,2009.0,No,,
5901,1,CE,60,1952.0,Yes,2027,
5901,2,ME,120,1952.0,Yes,2027,
5901,3,EE,120,1952.0,Yes,2027,
5901,4,EC,60,1969.0,Yes,2028,
5901,5,CS,60,2001.0,No,,
5901,6,IT,60,2025.0,No,,
1228,1,SC,60,2024.0,No,,
1228,2,RM,30,2024.0,No,,
1228,3,CS,60,2006.0,No,,
1228,4,EC,30,2006.0,No,,
1228,5,IT,60,2006.0,No,,
1228,6,AD,60,2023.0,No,,
1228,7,BM,30,2006.0,No,,
1303,1,CS,120,2000.0,Yes,2028,
1303,2,EE,30,2002.0,Yes,2026,
1303,3,EC,60,2000.0,Yes,2028,
1303,4,ME,60,2003.0,No,,
1303,5,IT,60,2000.0,No,,
1303,6,AD,120,2020.0,No,,
1303,7,BT,60,2020.0,No,,
1303,8,CB,60,2022.0,No,,
1303,9,SC,60,2025.0,No,,
2733,1,CE,30,2014.0,No,,
2733,2,CS,60,2007.0,No,,
2733,3,EE,30,2008.0,No,,
2733,4,EC,60,2007.0,No,,
2733,5,ME,30,2009.0,No,,
2733,6,FT,60,2007.0,No,,
3803,1,CH,30,1996.0,No,,
3803,2,CE,30,2014.0,No,,
3803,3,CS,90,1995.0,No,,
3803,4,EC,90,1995.0,Yes,2027,
3803,5,EE,60,1996.0,No,,
3803,6,IT,90,1999.0,Yes,2027,
3803,7,ME,60,1993.0,Yes,2027,
3803,8,AD,60,2025.0,No,,
2025,1,AD,60,2022.0,No,,
2025,2,CS,120,2018.0,No,,
2025,3,EC,60,2018.0,No,,
2025,4,EE,60,2018.0,No,,
2025,5,ME,60,2018.0,No,,
2025,6,EL,60,2024.0,No,,
5010,1,CE,60,2018.0,No,,
5010,2,CS,60,2018.0,No,,
5010,3,EE,60,2022.0,No,,
5010,4,EC,60,2018.0,No,,
5010,5,ME,60,2018.0,No,,
5010,6,AM,60,2025.0,No,,
5010,7,EV,30,2026.0,,,
4020,1,CS,120,2018.0,No,,
4020,2,EC,60,2018.0,No,,
4020,3,GI,60,2018.0,No,,
4020,4,ME,60,2018.0,No,,
4020,5,AD,60,2024.0,No,,
3849,1,CE,60,2009.0,No,,
3849,2,ME,60,2009.0,No,,
3849,3,EC,60,2009.0,No,,
3849,4,IT,60,2009.0,No,,
3849,5,EE,60,2010.0,No,,
3849,6,CS,60,2014.0,No,,
3849,7,AD,60,2024.0,No,,
3849,8,SC,60,2025.0,No,,
2602,1,AD,30,2022.0,No,,
2602,2,AG,30,2022.0,No,,
2602,3,CS,60,1996.0,No,,
2602,4,EC,30,1996.0,No,,
2602,5,IT,60,2022.0,No,,
2602,6,ME,30,2004.0,No,,
2602,7,MD,60,2019.0,No,,
2602,8,RM,30,2022.0,No,,
1137,1,EC,60,2012.0,No,,
1137,2,EE,30,2012.0,No,,
1137,3,IT,60,2023.0,No,,
1137,4,CE,30,2012.0,No,,
1137,5,AD,120,2021.0,No,,
1137,6,CS,120,2012.0,No,,
1137,7,ME,60,2012.0,No,,
1137,8,AM,60,2026.0,,,
1402,1,CS,60,2007.0,No,,
1402,2,EC,60,2001.0,No,,
1402,3,EE,60,1998.0,No,,
1402,4,ME,60,1998.0,No,,
4999,1,AD,60,2020.0,No,,
4999,2,CS,60,2008.0,No,,
4999,3,ME,60,2009.0,No,,
4999,4,EC,60,2008.0,No,,
4999,5,BM,60,2023.0,No,,
5,1,AM,60,2019.0,No,,
5,2,CS,120,1988.0,Yes,2028,
5,3,CE,60,1945.0,No,,
5,4,CZ,60,1977.0,No,,
5,5,EC,60,2002.0,No,,
5,6,EE,120,1945.0,Yes,2028,
5,7,EI,60,1977.0,No,,
5,8,ME,120,1945.0,No,,
5,9,MM,60,1977.0,No,,
5,10,CH,120,1945.0,Yes,2028,
5,11,IT,120,1999.0,No,,
5,12,CF,60,2019.0,No,,
1524,1,CE,30,2009.0,No,,
1524,2,CS,60,2009.0,No,,
1524,3,EE,30,2011.0,No,,
1524,4,EC,30,2009.0,No,,
1524,5,ME,60,2009.0,No,,
1524,6,IT,30,2023.0,No,,
1524,7,AD,30,2026.0,,,
2648,1,AU,60,2011.0,Yes,2027,
2648,2,CE,60,2010.0,Yes,2028,
2648,3,AD,60,2023.0,No,,
2648,4,BM,60,2023.0,No,,
2648,5,CS,60,2010.0,Yes,2028,
2648,6,EC,60,2010.0,Yes,2027,
2648,7,EE,60,2010.0,Yes,2028,
2648,8,IT,60,2023.0,No,,
2648,9,ME,60,2010.0,Yes,2027,
1230,1,AE,60,2012.0,No,,
1230,2,AD,60,2023.0,No,,
1230,3,CB,60,2023.0,No,,
1230,4,CS,60,2007.0,No,,
1230,5,SC,30,2023.0,No,,
1230,6,EE,30,2007.0,No,,
1230,7,EC,60,2007.0,No,,
3804,1,AD,60,2023.0,No,,
3804,2,BM,60,2019.0,No,,
3804,3,EC,60,2001.0,No,,
3804,4,EE,48,2002.0,No,,
3804,5,ME,60,2005.0,No,,
3804,6,IT,60,2024.0,No,,
3804,7,CS,120,2001.0,No,,
3461,1,CS,60,2013.0,No,,
3461,2,EC,30,2013.0,No,,
3461,3,EE,30,2013.0,No,,
3461,4,AD,60,2022.0,No,,
3461,5,SC,30,2024.0,No,,
3461,6,IT,30,2024.0,No,,
3461,7,ME,30,2013.0,No,,
2367,1,CE,30,2013.0,No,,
2367,2,EC,30,2013.0,No,,
2367,3,ME,30,2013.0,No,,
2367,4,AD,60,2020.0,No,,
2367,5,CB,60,2021.0,No,,
2367,6,IT,60,2023.0,No,,
2367,7,AM,60,2024.0,No,,
2367,8,SC,60,2024.0,No,,
2367,9,CS,120,2013.0,No,,
1503,1,CE,30,1985.0,No,,
1503,2,EC,30,1985.0,No,,
1503,3,EE,30,1999.0,No,,
1503,4,CS,60,1992.0,No,,
1503,5,IC,0,1995.0,No,,
1503,6,ME,60,1985.0,No,,
1503,7,IT,30,1999.0,No,,
1503,8,BT,0,2006.0,No,,
1503,9,CH,0,1999.0,No,,
1503,10,AD,60,2025.0,No,,
2356,1,CS,60,2012.0,No,,
2356,2,EC,30,2012.0,No,,
2356,3,ME,60,2012.0,No,,
2356,4,CE,30,2012.0,No,,
2356,5,EE,30,2014.0,No,,
2356,6,AD,30,2023.0,No,,
4944,1,AD,240,2021.0,No,,
4944,2,CS,240,2009.0,No,,
4944,3,EE,60,2009.0,No,,
4944,4,EC,180,2009.0,No,,
4944,5,IT,60,2022.0,No,,
4677,1,CS,180,2013.0,No,,
4677,2,EC,60,2013.0,No,,
4677,3,EE,60,2013.0,No,,
4677,4,AD,180,2024.0,No,,
4677,5,IT,60,2024.0,No,,
4677,6,ME,60,2026.0,,,
1504,1,BT,60,2002.0,Yes,2028,
1504,2,CS,240,1993.0,Yes,2028,
1504,3,EC,120,1995.0,Yes,2026,
1504,4,EE,60,1993.0,Yes,2026,
1504,5,IT,120,1998.0,Yes,2026,
1504,6,ME,60,1993.0,No,,
1504,7,CE,30,2007.0,No,,
1504,8,CH,30,1997.0,No,,
1504,9,SC,60,2022.0,No,,
1504,10,AG,0,2023.0,No,,
1504,11,AD,180,2022.0,No,,
1504,12,AM,120,2023.0,No,,
1504,13,CB,60,2026.0,,,
1423,1,SC,60,2024.0,No,,
1423,2,CS,60,2002.0,No,,
1423,3,EC,60,2002.0,No,,
1423,4,ME,30,2004.0,No,,
1423,5,IT,60,2023.0,No,,
1423,6,AD,60,2023.0,No,,
1423,7,EE,30,2026.0,,,
2338,1,CS,60,2013.0,No,,
2338,2,EE,30,2013.0,No,,
2338,3,ME,30,2013.0,No,,
2338,4,BM,60,2020.0,No,,
2338,5,AG,60,2021.0,No,,
2338,6,AD,60,2022.0,No,,
2338,7,IT,60,2023.0,No,,
2347,1,AD,120,2024.0,No,,
2347,2,AG,60,2021.0,No,,
2347,3,EC,60,2013.0,No,,
2347,4,EE,60,2014.0,No,,
2347,5,IT,120,2022.0,No,,
2347,6,ME,60,2013.0,No,,
2347,7,CS,120,2013.0,No,,
2347,8,SC,60,2026.0,,,Subject to Both AU and AICTE approval
3555,1,AU,60,2026.0,,,
3555,2,EE,60,2026.0,,,
3555,3,ME,120,2026.0,,,
3555,4,MZ,60,2026.0,,,
2702,1,CS,360,1996.0,Yes,2026,
2702,2,EC,360,1998.0,Yes,2026,
2702,3,EE,120,1996.0,Yes,2025,
2702,4,EI,120,2007.0,Yes,2028,
2702,5,MZ,120,2012.0,Yes,2028,
2702,6,ME,120,1996.0,Yes,2031,
2702,7,AD,360,2020.0,No,,
2702,8,AG,60,2015.0,Yes,2028,
2702,9,AL,0,2021.0,No,,
2702,10,BT,180,2003.0,Yes,2026,
2702,11,IT,360,1999.0,Yes,2028,
4992,1,AM,60,2024.0,No,,
4992,2,CE,0,2010.0,No,,
4992,3,CS,120,2008.0,No,,
4992,4,EC,60,2008.0,No,,
4992,5,EE,30,2008.0,No,,
4992,6,IT,60,2008.0,No,,
4992,7,ME,60,2010.0,No,,
4992,8,BM,60,2025.0,No,,
4992,9,AD,60,2026.0,,,Subject to Anna University approval
1102,1,CS,30,2001.0,No,,
1102,2,CE,30,2014.0,No,,
1102,3,EC,30,2001.0,No,,
1102,4,EE,30,2002.0,No,,
1102,5,ME,30,2011.0,No,,
1102,6,IT,30,2001.0,No,,
1102,7,AD,30,2025.0,No,,
5902,1,AD,60,2022.0,No,,
5902,2,CE,30,2012.0,No,,
5902,3,CS,60,1998.0,No,,
5902,4,EC,60,1998.0,No,,
5902,5,IT,60,2007.0,No,,
5902,6,ME,60,1998.0,No,,
5902,7,AG,30,2024.0,No,,
5902,8,EE,30,2007.0,No,,
1519,1,EC,60,2002.0,No,,
1519,2,EE,60,2011.0,No,,
1519,3,IT,60,2002.0,No,,
1519,4,ME,60,2009.0,No,,
1519,5,CS,120,2002.0,No,,
1519,6,AD,60,2024.0,No,,
2643,1,AD,120,2022.0,No,,
2643,2,CS,120,2008.0,No,,
2643,3,EE,60,2008.0,No,,
2643,4,EC,60,2008.0,No,,
2643,5,SC,60,2024.0,No,,
2643,6,IT,60,2025.0,No,,
1505,1,AD,60,2022.0,No,,
1505,2,CE,30,2008.0,No,,
1505,3,CS,120,1998.0,No,,
1505,4,EC,60,2001.0,No,,
1505,5,EE,30,1998.0,No,,
1505,6,IT,120,2001.0,Yes,2026,
1505,7,ME,60,1998.0,No,,
1505,8,AL,60,2025.0,No,,
3425,1,AD,60,2022.0,No,,
3425,2,CS,60,2002.0,No,,
3425,3,CE,30,2011.0,No,,
3425,4,EE,60,2002.0,No,,
3425,5,EC,60,2002.0,No,,
3425,6,ME,60,2009.0,No,,
3425,7,BM,30,2024.0,No,,
3425,8,RM,30,2024.0,No,,
3425,9,IT,30,2024.0,No,,
2772,1,CS,60,2009.0,No,,
2772,2,EC,60,2009.0,No,,
2772,3,ME,30,2010.0,No,,
2772,4,SC,60,2023.0,No,,
2772,5,IT,30,2023.0,No,,
2772,6,AD,120,2022.0,No,,
2772,7,AM,60,2024.0,No,,
2772,8,EE,30,2026.0,,,
4952,1,AM,60,2024.0,No,,
4952,2,CE,30,2005.0,No,,
4952,3,CS,120,1995.0,No,,
4952,4,EE,60,1995.0,No,,
4952,5,EC,60,1999.0,No,,
4952,6,ME,60,1995.0,No,,
4952,7,IT,60,2000.0,No,,
4952,8,AD,60,2023.0,No,,
4953,1,CE,30,2008.0,No,,
4953,2,AM,30,2023.0,No,,
4953,3,CS,120,2001.0,No,,
4953,4,EC,60,2001.0,No,,
4953,5,IT,60,2001.0,No,,
4953,6,EE,60,2005.0,No,,
4953,7,ME,90,2005.0,No,,
3841,1,AD,120,2020.0,No,,
3841,2,CE,60,2009.0,No,,
3841,3,ME,60,2009.0,Yes,2027,
3841,4,EC,120,2010.0,Yes,2027,
3841,5,CS,120,2011.0,Yes,2027,
3841,6,DA,30,2024.0,No,,
5012,1,CC,40,1988.0,Yes,2028,
1321,1,MN,60,2010.0,No,,
1321,2,PA,60,2008.0,Yes,2028,
3926,1,CE,30,2010.0,No,,
3926,2,EC,60,2008.0,No,,
3926,3,EE,60,2008.0,No,,
3926,4,ME,60,2009.0,No,,
3926,5,AD,60,2023.0,No,,
3926,6,CS,90,2008.0,No,,
3926,7,IT,60,2025.0,No,,
1399,1,AD,360,2020.0,No,,
1399,2,AM,300,2022.0,No,,
1399,3,CB,120,2020.0,No,,
1399,4,CS,1140,2010.0,Yes,2027,
1399,5,CE,30,2010.0,Yes,2026,
1399,6,EE,60,2010.0,Yes,2027,
1399,7,EC,360,2010.0,Yes,2027,
1399,8,IT,360,2019.0,Yes,2029,
1399,9,ME,120,2010.0,Yes,2030,
1399,10,MZ,60,2013.0,Yes,2027,
1399,11,SC,60,2022.0,No,,
1399,12,BM,60,2019.0,Yes,2029,
1399,13,EA,60,2023.0,No,,
1399,14,EV,60,2023.0,No,,
2378,1,EC,60,2023.0,No,,
2378,2,CS,60,2023.0,No,,
2378,3,SC,60,2023.0,No,,
2378,4,AD,60,2025.0,No,,
2378,5,AL,60,2025.0,No,,
2630,1,AD,60,2022.0,No,,
2630,2,CS,60,2007.0,Yes,2028,
2630,3,EC,60,2007.0,Yes,2028,
2630,4,EE,60,2008.0,No,,
2630,5,ME,60,2011.0,No,,
2630,6,IT,60,2024.0,No,,
2650,1,AD,120,2022.0,No,,
2650,2,CS,120,2010.0,No,,
2650,3,EC,60,2010.0,No,,
2650,4,IT,60,2023.0,No,,
2650,5,ME,60,2010.0,No,,
2650,6,AL,60,2025.0,No,,
2650,7,SC,60,2026.0,,,
5703,1,CS,60,2001.0,No,,
5703,2,EC,60,2001.0,No,,
5703,3,IT,60,2001.0,No,,
5703,4,CE,30,2009.0,No,,
5703,5,AD,60,2023.0,No,,
5703,6,AG,30,2023.0,No,,
5703,7,AM,30,2024.0,No,,
5703,8,ME,30,2009.0,No,,
5703,9,EE,30,2005.0,No,,
2635,1,SC,60,2024.0,No,,
2635,2,EC,30,2007.0,No,,
2635,3,EE,30,2007.0,No,,
2635,4,ME,30,2009.0,No,,
2635,5,BM,60,2022.0,No,,
2635,6,AD,120,2022.0,No,,
2635,7,CS,120,2007.0,No,,
